,MaxCurrent,EffCurrent,Time Period,PC screen1,PC screen2,Temperature sensor
2326,463.87,328.1,1.07,,,
2327,451.66,319.4,1.07,,,
2328,451.66,319.4,1.07,,,
2329,463.87,328.1,1.07,,,
2330,439.45,310.8,1.07,,,
2331,451.66,319.4,1.07,,,
2332,463.87,328.1,1.07,,,
2333,439.45,310.8,1.07,,,
2334,439.45,310.8,1.07,,,
2335,427.25,302.2,1.07,,,
2336,439.45,310.8,1.07,,,
2337,451.66,319.4,1.07,,,
2338,451.66,319.4,1.07,,,
2339,439.45,310.8,1.07,,,
2340,439.45,310.8,1.07,,,
2341,476.07,336.7,1.07,,,
2342,463.87,328.1,1.07,,,
2343,463.87,328.1,1.07,,,
2344,463.87,328.1,1.07,,,
2345,463.87,328.1,1.07,,,
2346,463.87,328.1,1.07,,,
2347,439.45,310.8,1.07,,,
2348,476.07,336.7,1.07,,,
2349,439.45,310.8,1.07,,,
2350,439.45,310.8,1.07,,,
2351,439.45,310.8,1.07,,,
2352,451.66,319.4,1.07,,,
2353,439.45,310.8,1.07,,,
2354,451.66,319.4,1.07,,,
2355,451.66,319.4,1.07,,,
2356,427.25,302.2,1.07,,,
2357,427.25,302.2,1.07,,,
2358,427.25,302.2,1.07,,,
2359,427.25,302.2,1.07,,,
2360,439.45,310.8,1.07,,,
2361,439.45,310.8,1.07,,,
2362,439.45,310.8,1.07,,,
2363,439.45,310.8,1.07,,,
2364,427.25,302.2,1.07,,,
2365,427.25,302.2,1.07,,,
2366,427.25,302.2,1.07,,,
2367,427.25,302.2,1.07,,,
2368,427.25,302.2,1.07,,,
2369,463.87,328.1,1.07,,,
2370,451.66,319.4,1.07,,,
2371,439.45,310.8,1.07,,,
2372,451.66,319.4,1.07,,,
2373,451.66,319.4,1.07,,,
2374,439.45,310.8,1.07,,,
2375,427.25,302.2,1.07,,,
2376,463.87,328.1,1.07,,,
2377,476.07,336.7,1.07,,,
2378,451.66,319.4,1.07,,,
2379,451.66,319.4,1.07,,,
2380,451.66,319.4,1.07,,,
2381,451.66,319.4,1.07,,,
2382,451.66,319.4,1.07,,,
2383,451.66,319.4,1.07,,,
2384,463.87,328.1,1.07,,,
2385,439.45,310.8,1.07,,,
2386,451.66,319.4,1.07,,,
2387,439.45,310.8,1.07,,,
2388,463.87,328.1,1.07,,,
2389,451.66,319.4,1.07,,,
2390,451.66,319.4,1.07,,,
2391,451.66,319.4,1.07,,,
2392,463.87,328.1,1.07,,,
2393,439.45,310.8,1.07,,,
2394,463.87,328.1,1.07,,,
2395,451.66,319.4,1.07,,,
2396,451.66,319.4,1.07,,,
2397,439.45,310.8,1.07,,,
2398,451.66,319.4,1.07,,,
2399,439.45,310.8,1.07,,,
2400,427.25,302.2,1.07,,,
2401,439.45,310.8,1.07,,,
2402,476.07,336.7,1.07,,,
2403,451.66,319.4,1.07,,,
2404,451.66,319.4,1.07,,,
2405,451.66,319.4,1.07,,,
2406,451.66,319.4,1.07,,,
2407,451.66,319.4,1.07,,,
2408,451.66,319.4,1.07,,,
2409,427.25,302.2,1.07,,,
2410,427.25,302.2,1.07,,,
2411,427.25,302.2,1.07,,,
2412,427.25,302.2,1.07,,,
2413,427.25,302.2,1.07,,,
2414,451.66,319.4,1.07,,,
2415,451.66,319.4,1.07,,,
2416,427.25,302.2,1.07,,,
2417,451.66,319.4,1.07,,,
2418,451.66,319.4,1.07,,,
2419,451.66,319.4,1.07,,,
2420,451.66,319.4,1.07,,,
2421,451.66,319.4,1.07,,,
2422,439.45,310.8,1.07,,,
2423,451.66,319.4,1.07,,,
2424,463.87,328.1,1.07,,,
2425,439.45,310.8,1.07,,,
2426,451.66,319.4,1.07,,,
2427,439.45,310.8,1.07,,,
2428,476.07,336.7,1.07,,,
2429,439.45,310.8,1.07,,,
2430,439.45,310.8,1.07,,,
2431,451.66,319.4,1.07,,,
2432,451.66,319.4,1.07,,,
2433,451.66,319.4,1.07,,,
2434,439.45,310.8,1.07,,,
2435,439.45,310.8,1.07,,,
2436,451.66,319.4,1.07,,,
2437,463.87,328.1,1.07,,,
2438,476.07,336.7,1.07,,,
2439,439.45,310.8,1.07,,,
2440,439.45,310.8,1.07,,,
2441,451.66,319.4,1.07,,,
2442,451.66,319.4,1.07,,,
2443,439.45,310.8,1.07,,,
2444,439.45,310.8,1.07,,,
2445,439.45,310.8,1.07,,,
2446,451.66,319.4,1.07,,,
2447,463.87,328.1,1.07,,,
2448,427.25,302.2,1.07,,,
2449,427.25,302.2,1.07,,,
2450,451.66,319.4,1.07,,,
2451,439.45,310.8,1.07,,,
2452,439.45,310.8,1.07,,,
2453,439.45,310.8,1.07,,,
2454,439.45,310.8,1.07,,,
2455,439.45,310.8,1.07,,,
2456,451.66,319.4,1.07,,,
2457,439.45,310.8,1.07,,,
2458,451.66,319.4,1.07,,,
2459,476.07,336.7,1.07,,,
2460,463.87,328.1,1.07,,,
2461,463.87,328.1,1.07,,,
2462,451.66,319.4,1.07,,,
2463,439.45,310.8,1.07,,,
2464,451.66,319.4,1.07,,,
2465,476.07,336.7,1.07,,,
2466,463.87,328.1,1.07,,,
2467,439.45,310.8,1.07,,,
2468,451.66,319.4,1.07,,,
2469,451.66,319.4,1.07,,,
2470,451.66,319.4,1.07,,,
2471,451.66,319.4,1.07,,,
2472,488.28,345.3,1.07,,,
2473,439.45,310.8,1.07,,,
2474,439.45,310.8,1.07,,,
2475,451.66,319.4,1.07,,,
2476,451.66,319.4,1.07,,,
2477,439.45,310.8,1.07,,,
2478,439.45,310.8,1.07,,,
2479,451.66,319.4,1.07,,,
2480,463.87,328.1,1.07,,,
2481,463.87,328.1,1.07,,,
2482,463.87,328.1,1.07,,,
2483,451.66,319.4,1.07,,,
2484,451.66,319.4,1.07,,,
2485,463.87,328.1,1.07,,,
2486,451.66,319.4,1.07,,,
2487,463.87,328.1,1.07,,,
2488,463.87,328.1,1.07,,,
2489,439.45,310.8,1.07,,,
2490,451.66,319.4,1.07,,,
2491,451.66,319.4,1.07,,,
2492,451.66,319.4,1.07,,,
2493,451.66,319.4,1.07,,,
2494,439.45,310.8,1.07,,,
2495,476.07,336.7,1.07,,,
2496,439.45,310.8,1.07,,,
2497,463.87,328.1,1.07,,,
2498,451.66,319.4,1.07,,,
2499,451.66,319.4,1.07,,,
2500,476.07,336.7,1.07,,,
2501,439.45,310.8,1.07,,,
2502,451.66,319.4,1.07,,,
2503,463.87,328.1,1.07,,,
2504,451.66,319.4,1.07,,,
2505,427.25,302.2,1.07,,,
2506,439.45,310.8,1.07,,,
2507,451.66,319.4,1.07,,,
2508,451.66,319.4,1.07,,,
2509,427.25,302.2,1.07,,,
2510,451.66,319.4,1.07,,,
2511,451.66,319.4,1.07,,,
2512,451.66,319.4,1.07,,,
2513,439.45,310.8,1.07,,,
2514,451.66,319.4,1.07,,,
2515,439.45,310.8,1.07,,,
2516,451.66,319.4,1.07,,,
2517,439.45,310.8,1.07,,,
2518,439.45,310.8,1.07,,,
2519,439.45,310.8,1.07,,,
2520,451.66,319.4,1.07,,,
2521,427.25,302.2,1.07,,,
2522,427.25,302.2,1.07,,,
2523,427.25,302.2,1.07,,,
2524,439.45,310.8,1.07,,,
2525,427.25,302.2,1.07,,,
2526,427.25,302.2,1.07,,,
2527,427.25,302.2,1.07,,,
2528,427.25,302.2,1.07,,,
2529,439.45,310.8,1.07,,,
2530,451.66,319.4,1.07,,,
2531,451.66,319.4,1.07,,,
2532,439.45,310.8,1.07,,,
2533,439.45,310.8,1.07,,,
2534,439.45,310.8,1.07,,,
2535,451.66,319.4,1.07,,,
2536,463.87,328.1,1.07,,,
2537,427.25,302.2,1.07,,,
2538,451.66,319.4,1.07,,,
2539,439.45,310.8,1.07,,,
2540,451.66,319.4,1.07,,,
2541,439.45,310.8,1.07,,,
2542,439.45,310.8,1.07,,,
2543,439.45,310.8,1.07,,,
2544,476.07,336.7,1.07,,,
2545,463.87,328.1,1.07,,,
2546,439.45,310.8,1.07,,,
2547,463.87,328.1,1.07,,,
2548,439.45,310.8,1.07,,,
2549,427.25,302.2,1.07,,,
2550,439.45,310.8,1.07,,,
2551,439.45,310.8,1.07,,,
2552,451.66,319.4,1.07,,,
2553,439.45,310.8,1.07,,,
2554,439.45,310.8,1.07,,,
2555,476.07,336.7,1.07,,,
2556,451.66,319.4,1.07,,,
2557,451.66,319.4,1.07,,,
2558,439.45,310.8,1.07,,,
2559,463.87,328.1,1.07,,,
2560,463.87,328.1,1.07,,,
2561,427.25,302.2,1.07,,,
2562,439.45,310.8,1.07,,,
2563,427.25,302.2,1.07,,,
2564,451.66,319.4,1.07,,,
2565,439.45,310.8,1.07,,,
2566,439.45,310.8,1.07,,,
2567,451.66,319.4,1.07,,,
2568,463.87,328.1,1.07,,,
2569,427.25,302.2,1.07,,,
2570,439.45,310.8,1.07,,,
2571,439.45,310.8,1.07,,,
2572,451.66,319.4,1.07,,,
2573,439.45,310.8,1.07,,,
2574,439.45,310.8,1.07,,,
2575,451.66,319.4,1.07,,,
2576,451.66,319.4,1.07,,,
2577,451.66,319.4,1.07,,,
2578,451.66,319.4,1.07,,,
2579,427.25,302.2,1.07,,,
2580,451.66,319.4,1.07,,,
2581,476.07,336.7,1.07,,,
2582,439.45,310.8,1.07,,,
2583,427.25,302.2,1.07,,,
2584,463.87,328.1,1.06,,,
2585,463.87,328.1,1.07,,,
2586,439.45,310.8,1.07,,,
2587,439.45,310.8,1.07,,,
2588,439.45,310.8,1.07,,,
2589,439.45,310.8,1.07,,,
2590,439.45,310.8,1.07,,,
2591,451.66,319.4,1.07,,,
2592,439.45,310.8,1.07,,,
2593,451.66,319.4,1.07,,,
2594,439.45,310.8,1.07,,,
2595,451.66,319.4,1.07,,,
2596,427.25,302.2,1.07,,,
2597,476.07,336.7,1.07,,,
2598,439.45,310.8,1.07,,,
2599,439.45,310.8,1.07,,,
2600,439.45,310.8,1.07,,,
2601,451.66,319.4,1.07,,,
2602,451.66,319.4,1.07,,,
2603,439.45,310.8,1.07,,,
2604,463.87,328.1,1.07,,,
2605,451.66,319.4,1.07,,,
2606,439.45,310.8,1.07,,,
2607,451.66,319.4,1.07,,,
2608,451.66,319.4,1.07,,,
2609,451.66,319.4,1.07,,,
2610,439.45,310.8,1.07,,,
2611,439.45,310.8,1.07,,,
2612,439.45,310.8,1.07,,,
2613,451.66,319.4,1.07,,,
2614,439.45,310.8,1.07,,,
2615,439.45,310.8,1.07,,,
2616,451.66,319.4,1.07,,,
2617,451.66,319.4,1.07,,,
2618,439.45,310.8,1.07,,,
2619,451.66,319.4,1.07,,,
2620,439.45,310.8,1.07,,,
2621,439.45,310.8,1.07,,,
2622,451.66,319.4,1.07,,,
2623,439.45,310.8,1.07,,,
2624,451.66,319.4,1.07,,,
2625,463.87,328.1,1.07,,,
2626,439.45,310.8,1.07,,,
2627,439.45,310.8,1.07,,,
2628,451.66,319.4,1.07,,,
2629,439.45,310.8,1.07,,,
2630,451.66,319.4,1.07,,,
2631,439.45,310.8,1.07,,,
2632,451.66,319.4,1.07,,,
2633,427.25,302.2,1.07,,,
2634,427.25,302.2,1.07,,,
2635,439.45,310.8,1.07,,,
2636,439.45,310.8,1.07,,,
2637,451.66,319.4,1.07,,,
2638,463.87,328.1,1.07,,,
2639,427.25,302.2,1.07,,,
2640,439.45,310.8,1.07,,,
2641,463.87,328.1,1.07,,,
2642,439.45,310.8,1.07,,,
2643,427.25,302.2,1.07,,,
2644,415.04,293.5,1.07,,,
2645,451.66,319.4,1.07,,,
2646,439.45,310.8,1.07,,,
2647,451.66,319.4,1.07,,,
2648,439.45,310.8,1.07,,,
2649,451.66,319.4,1.07,,,
2650,439.45,310.8,1.07,,,
2651,451.66,319.4,1.07,,,
2652,427.25,302.2,1.07,,,
2653,427.25,302.2,1.07,,,
2654,427.25,302.2,1.07,,,
2655,463.87,328.1,1.07,,,
2656,427.25,302.2,1.07,,,
2657,439.45,310.8,1.07,,,
2658,451.66,319.4,1.07,,,
2659,439.45,310.8,1.07,,,
2660,439.45,310.8,1.07,,,
2661,451.66,319.4,1.07,,,
2662,463.87,328.1,1.07,,,
2663,427.25,302.2,1.07,,,
2664,427.25,302.2,1.07,,,
2665,451.66,319.4,1.07,,,
2666,439.45,310.8,1.07,,,
2667,427.25,302.2,1.07,,,
2668,439.45,310.8,1.07,,,
2669,427.25,302.2,1.07,,,
2670,439.45,310.8,1.07,,,
2671,439.45,310.8,1.07,,,
2672,427.25,302.2,1.07,,,
2673,427.25,302.2,1.07,,,
2674,451.66,319.4,1.07,,,
2675,439.45,310.8,1.07,,,
2676,415.04,293.5,1.07,,,
2677,439.45,310.8,1.07,,,
2678,439.45,310.8,1.07,,,
2679,427.25,302.2,1.07,,,
2680,439.45,310.8,1.07,,,
2681,427.25,302.2,1.07,,,
2682,451.66,319.4,1.07,,,
2683,451.66,319.4,1.07,,,
2684,439.45,310.8,1.07,,,
2685,427.25,302.2,1.07,,,
2686,463.87,328.1,1.07,,,
2687,451.66,319.4,1.07,,,
2688,427.25,302.2,1.07,,,
2689,427.25,302.2,1.07,,,
2690,451.66,319.4,1.07,,,
2691,427.25,302.2,1.07,,,
2692,439.45,310.8,1.07,,,
2693,451.66,319.4,1.07,,,
2694,439.45,310.8,1.07,,,
2695,451.66,319.4,1.07,,,
2696,427.25,302.2,1.06,,,
2697,463.87,328.1,1.07,,,
2698,427.25,302.2,1.07,,,
2699,427.25,302.2,1.07,,,
2700,439.45,310.8,1.07,,,
2701,427.25,302.2,1.07,,,
2702,415.04,293.5,1.07,,,
2703,427.25,302.2,1.07,,,
2704,451.66,319.4,1.07,,,
2705,451.66,319.4,1.07,,,
2706,451.66,319.4,1.07,,,
2707,463.87,328.1,1.07,,,
2708,451.66,319.4,1.07,,,
2709,439.45,310.8,1.07,,,
2710,451.66,319.4,1.07,,,
2711,439.45,310.8,1.07,,,
2712,427.25,302.2,1.07,,,
2713,463.87,328.1,1.07,,,
2714,439.45,310.8,1.07,,,
2715,439.45,310.8,1.07,,,
2716,451.66,319.4,1.07,,,
2717,439.45,310.8,1.07,,,
2718,439.45,310.8,1.07,,,
2719,463.87,328.1,1.07,,,
2720,439.45,310.8,1.07,,,
2721,451.66,319.4,1.07,,,
2722,463.87,328.1,1.07,,,
2723,451.66,319.4,1.07,,,
2724,451.66,319.4,1.07,,,
2725,451.66,319.4,1.07,,,
2726,463.87,328.1,1.07,,,
2727,451.66,319.4,1.07,,,
2728,451.66,319.4,1.07,,,
2729,451.66,319.4,1.07,,,
2730,427.25,302.2,1.07,,,
2731,451.66,319.4,1.07,,,
2732,439.45,310.8,1.07,,,
2733,439.45,310.8,1.07,,,
2734,451.66,319.4,1.07,,,
2735,463.87,328.1,1.07,,,
2736,463.87,328.1,1.07,,,
2737,439.45,310.8,1.07,,,
2738,451.66,319.4,1.07,,,
2739,451.66,319.4,1.07,,,
2740,451.66,319.4,1.07,,,
2741,439.45,310.8,1.07,,,
2742,451.66,319.4,1.07,,,
2743,439.45,310.8,1.07,,,
2744,439.45,310.8,1.07,,,
2745,451.66,319.4,1.07,,,
2746,451.66,319.4,1.07,,,
2747,439.45,310.8,1.07,,,
2748,439.45,310.8,1.07,,,
2749,439.45,310.8,1.07,,,
2750,439.45,310.8,1.07,,,
2751,451.66,319.4,1.07,,,
2752,451.66,319.4,1.07,,,
2753,451.66,319.4,1.07,,,
2754,451.66,319.4,1.07,,,
2755,439.45,310.8,1.07,,,
2756,427.25,302.2,1.07,,,
2757,463.87,328.1,1.07,,,
2758,451.66,319.4,1.07,,,
2759,439.45,310.8,1.07,,,
2760,427.25,302.2,1.07,,,
2761,451.66,319.4,1.07,,,
2762,463.87,328.1,1.07,,,
2763,427.25,302.2,1.07,,,
2764,451.66,319.4,1.07,,,
2765,451.66,319.4,1.07,,,
2766,463.87,328.1,1.07,,,
2767,439.45,310.8,1.07,,,
2768,439.45,310.8,1.07,,,
2769,451.66,319.4,1.07,,,
2770,427.25,302.2,1.07,,,
2771,463.87,328.1,1.07,,,
2772,439.45,310.8,1.07,,,
2773,427.25,302.2,1.07,,,
2774,427.25,302.2,1.07,,,
2775,439.45,310.8,1.07,,,
2776,439.45,310.8,1.07,,,
2777,451.66,319.4,1.07,,,
2778,439.45,310.8,1.07,,,
2779,427.25,302.2,1.07,,,
2780,451.66,319.4,1.07,,,
2781,451.66,319.4,1.07,,,
2782,451.66,319.4,1.07,,,
2783,451.66,319.4,1.07,,,
2784,439.45,310.8,1.07,,,
2785,439.45,310.8,1.07,,,
2786,451.66,319.4,1.07,,,
2787,451.66,319.4,1.07,,,
2788,463.87,328.1,1.07,,,
2789,451.66,319.4,1.07,,,
2790,451.66,319.4,1.07,,,
2791,451.66,319.4,1.07,,,
2792,439.45,310.8,1.07,,,
2793,439.45,310.8,1.07,,,
2794,439.45,310.8,1.07,,,
2795,451.66,319.4,1.07,,,
2796,427.25,302.2,1.07,,,
2797,439.45,310.8,1.07,,,
2798,427.25,302.2,1.07,,,
2799,439.45,310.8,1.07,,,
2800,476.07,336.7,1.07,,,
2801,439.45,310.8,1.07,,,
2802,451.66,319.4,1.07,,,
2803,439.45,310.8,1.07,,,
2804,439.45,310.8,1.07,,,
2805,427.25,302.2,1.07,,,
2806,463.87,328.1,1.07,,,
2807,451.66,319.4,1.07,,,
2808,439.45,310.8,1.07,,,
2809,439.45,310.8,1.07,,,
2810,427.25,302.2,1.07,,,
2811,427.25,302.2,1.07,,,
2812,439.45,310.8,1.07,,,
2813,427.25,302.2,1.07,,,
2814,439.45,310.8,1.07,,,
2815,439.45,310.8,1.07,,,
2816,451.66,319.4,1.07,,,
2817,439.45,310.8,1.07,,,
2818,451.66,319.4,1.07,,,
2819,427.25,302.2,1.07,,,
2820,439.45,310.8,1.07,,,
2821,439.45,310.8,1.07,,,
2822,439.45,310.8,1.07,,,
2823,463.87,328.1,1.07,,,
2824,439.45,310.8,1.07,,,
2825,451.66,319.4,1.07,,,
2826,451.66,319.4,1.07,,,
2827,427.25,302.2,1.07,,,
2828,439.45,310.8,1.07,,,
2829,451.66,319.4,1.07,,,
2830,463.87,328.1,1.07,,,
2831,427.25,302.2,1.07,,,
2832,439.45,310.8,1.07,,,
2833,451.66,319.4,1.07,,,
2834,451.66,319.4,1.07,,,
2835,451.66,319.4,1.07,,,
2836,451.66,319.4,1.07,,,
2837,439.45,310.8,1.07,,,
2838,451.66,319.4,1.07,,,
2839,463.87,328.1,1.07,,,
2840,439.45,310.8,1.07,,,
2841,451.66,319.4,1.07,,,
2842,451.66,319.4,1.07,,,
2843,451.66,319.4,1.07,,,
2844,451.66,319.4,1.07,,,
2845,451.66,319.4,1.07,,,
2846,451.66,319.4,1.07,,,
2847,451.66,319.4,1.07,,,
2848,463.87,328.1,1.07,,,
2849,451.66,319.4,1.07,,,
2850,451.66,319.4,1.07,,,
2851,439.45,310.8,1.07,,,
2852,463.87,328.1,1.07,,,
2853,451.66,319.4,1.07,,,
2854,463.87,328.1,1.07,,,
2855,451.66,319.4,1.07,,,
2856,451.66,319.4,1.07,,,
2857,451.66,319.4,1.07,,,
2858,427.25,302.2,1.07,,,
2859,451.66,319.4,1.07,,,
2860,427.25,302.2,1.07,,,
2861,439.45,310.8,1.07,,,
2862,427.25,302.2,1.07,,,
2863,439.45,310.8,1.07,,,
2864,427.25,302.2,1.07,,,
2865,415.04,293.5,1.07,,,
2866,439.45,310.8,1.07,,,
2867,439.45,310.8,1.07,,,
2868,476.07,336.7,1.07,,,
2869,451.66,319.4,1.07,,,
2870,451.66,319.4,1.07,,,
2871,463.87,328.1,1.07,,,
2872,439.45,310.8,1.07,,,
2873,439.45,310.8,1.07,,,
2874,451.66,319.4,1.07,,,
2875,451.66,319.4,1.07,,,
2876,439.45,310.8,1.07,,,
2877,439.45,310.8,1.07,,,
2878,439.45,310.8,1.07,,,
2879,463.87,328.1,1.07,,,
2880,451.66,319.4,1.07,,,
2881,439.45,310.8,1.07,,,
2882,463.87,328.1,1.07,,,
2883,451.66,319.4,1.07,,,
2884,439.45,310.8,1.07,,,
2885,463.87,328.1,1.07,,,
2886,463.87,328.1,1.07,,,
2887,451.66,319.4,1.07,,,
2888,439.45,310.8,1.07,,,
2889,463.87,328.1,1.07,,,
2890,451.66,319.4,1.07,,,
2891,476.07,336.7,1.07,,,
2892,463.87,328.1,1.07,,,
2893,451.66,319.4,1.07,,,
2894,439.45,310.8,1.07,,,
2895,451.66,319.4,1.07,,,
2896,451.66,319.4,1.07,,,
2897,439.45,310.8,1.07,,,
2898,476.07,336.7,1.07,,,
2899,427.25,302.2,1.07,,,
2900,451.66,319.4,1.07,,,
2901,451.66,319.4,1.07,,,
2902,451.66,319.4,1.07,,,
2903,451.66,319.4,1.07,,,
2904,451.66,319.4,1.07,,,
2905,463.87,328.1,1.07,,,
2906,463.87,328.1,1.07,,,
2907,463.87,328.1,1.07,,,
2908,439.45,310.8,1.07,,,
2909,451.66,319.4,1.07,,,
2910,439.45,310.8,1.07,,,
2911,451.66,319.4,1.07,,,
2912,463.87,328.1,1.07,,,
2913,451.66,319.4,1.07,,,
2914,451.66,319.4,1.07,,,
2915,439.45,310.8,1.07,,,
2916,463.87,328.1,1.07,,,
2917,463.87,328.1,1.07,,,
2918,451.66,319.4,1.07,,,
2919,463.87,328.1,1.07,,,
2920,463.87,328.1,1.07,,,
2921,476.07,336.7,1.07,,,
2922,427.25,302.2,1.07,,,
2923,463.87,328.1,1.07,,,
2924,439.45,310.8,1.07,,,
2925,439.45,310.8,1.07,,,
2926,451.66,319.4,1.07,,,
2927,439.45,310.8,1.07,,,
2928,463.87,328.1,1.07,,,
2929,451.66,319.4,1.07,,,
2930,439.45,310.8,1.07,,,
2931,439.45,310.8,1.07,,,
2932,451.66,319.4,1.07,,,
2933,439.45,310.8,1.07,,,
2934,439.45,310.8,1.07,,,
2935,451.66,319.4,1.07,,,
2936,451.66,319.4,1.07,,,
2937,439.45,310.8,1.07,,,
2938,524.9,371.2,1.07,,,
2939,427.25,302.2,1.07,,,
2940,439.45,310.8,1.07,,,
2941,451.66,319.4,1.07,,,
2942,463.87,328.1,1.07,,,
2943,451.66,319.4,1.07,,,
2944,427.25,302.2,1.07,,,
2945,451.66,319.4,1.07,,,
2946,451.66,319.4,1.07,,,
2947,463.87,328.1,1.07,,,
2948,451.66,319.4,1.07,,,
2949,439.45,310.8,1.07,,,
2950,427.25,302.2,1.07,,,
2951,451.66,319.4,1.07,,,
2952,451.66,319.4,1.07,,,
2953,451.66,319.4,1.07,,,
2954,451.66,319.4,1.07,,,
2955,476.07,336.7,1.07,,,
2956,451.66,319.4,1.07,,,
2957,463.87,328.1,1.07,,,
2958,476.07,336.7,1.07,,,
2959,439.45,310.8,1.07,,,
2960,439.45,310.8,1.07,,,
2961,427.25,302.2,1.07,,,
2962,427.25,302.2,1.07,,,
2963,439.45,310.8,1.07,,,
2964,427.25,302.2,1.07,,,
2965,439.45,310.8,1.07,,,
2966,439.45,310.8,1.07,,,
2967,427.25,302.2,1.07,,,
2968,463.87,328.1,1.07,,,
2969,451.66,319.4,1.07,,,
2970,451.66,319.4,1.07,,,
2971,451.66,319.4,1.07,,,
2972,451.66,319.4,1.07,,,
